Rotation	Base moment [kN.m]	Axial Disp. [mm]
4.82134E-05	-33.56086504	-1.598131261
4.71608E-05	-33.61999375	-1.601897296
4.75399E-05	-33.51257851	-1.605769736
4.75248E-05	-33.52563655	-1.609030296
4.75089E-05	-33.54999817	-1.612768508
4.81119E-05	-33.58929438	-1.616147812
4.87281E-05	-33.48297483	-1.620233757
4.81898E-05	-33.4492866	-1.622826792
4.77457E-05	-33.51733216	-1.626778743
4.86646E-05	-33.57336986	-1.629772945
4.7069E-05	-33.55632422	-1.633256208
4.75146E-05	-33.5784478	-1.636735629
4.68119E-05	-33.62573797	-1.639857539
4.77341E-05	-33.65509065	-1.64371857
4.77725E-05	-33.5678011	-1.646157005
4.79161E-05	-33.52548093	-1.649773447
4.76218E-05	-33.4489474	-1.653271844
4.87707E-05	-33.4609547	-1.656732988
4.72219E-05	-33.49816879	-1.659233822
4.73716E-05	-33.5465003	-1.662788447
4.86792E-05	-33.53213566	-1.665834221
4.79582E-05	-33.51919977	-1.66963751
4.9226E-05	-33.49452471	-1.672680723
4.8135E-05	-33.51228922	-1.675788895
4.74818E-05	-33.50518521	-1.678794506
4.74101E-05	-33.521063	-1.68228033
4.7989E-05	-33.51493597	-1.685078605
4.76337E-05	-33.47922104	-1.688725431
4.74385E-05	-33.46954834	-1.691770274
4.7511E-05	-33.44666109	-1.695184619
4.82837E-05	-33.45088271	-1.697773812
4.82478E-05	-33.44116914	-1.701771864
4.88096E-05	-33.44191683	-1.704772119
4.82497E-05	-33.43371115	-1.707952353
4.80432E-05	-33.42499932	-1.7112731
4.74986E-05	-33.45611295	-1.714772312
4.80464E-05	-33.46152028	-1.718405169
4.78859E-05	-33.43596043	-1.72092102
4.78711E-05	-33.36013309	-1.724571455
4.7995E-05	-33.36173877	-1.726914314
4.76122E-05	-33.42568969	-1.730772667
4.75983E-05	-33.44337148	-1.733957557
4.80431E-05	-33.44019939	-1.736781211
4.7911E-05	-33.36273086	-1.740654814
4.69117E-05	-33.32495792	-1.743271714
4.70952E-05	-33.30861348	-1.746779191
4.83655E-05	-33.29153881	-1.749774208
4.74189E-05	-33.32371509	-1.752498327
4.75809E-05	-33.32769212	-1.755842124
4.85639E-05	-33.355439	-1.759773237
4.81159E-05	-33.35024787	-1.762558823
4.86438E-05	-33.37894783	-1.76577305
4.6742E-05	-33.42952611	-1.769223716
4.71295E-05	-33.47630052	-1.771833398
4.76019E-05	-33.44360427	-1.775669865
4.71246E-05	-33.3691774	-1.778335194
4.66088E-05	-33.2870133	-1.781773986
4.77427E-05	-33.26889451	-1.785538043
4.72372E-05	-33.26084825	-1.788093708
4.68599E-05	-33.19755681	-1.791396178
4.74471E-05	-33.16433377	-1.794281648
4.83069E-05	-33.12838125	-1.797920209
4.69834E-05	-33.18218895	-1.801334554
4.86262E-05	-33.11340299	-1.803843537
4.73819E-05	-33.1295877	-1.807012013
4.71043E-05	-33.0765951	-1.810767455
4.80003E-05	-33.07498448	-1.813772134
4.8606E-05	-32.99054823	-1.816772507
4.7958E-05	-32.9824654	-1.82077277
4.74381E-05	-32.93616425	-1.823827391
4.73793E-05	-32.93043445	-1.826772117
4.73018E-05	-32.87031802	-1.830074936
4.71862E-05	-32.88660252	-1.832905924
4.88002E-05	-32.86660171	-1.836650306
4.67679E-05	-32.82707387	-1.840193989
4.80532E-05	-32.74910173	-1.842827536
4.74227E-05	-32.72206928	-1.846632571
4.83258E-05	-32.73386151	-1.848780201
4.6556E-05	-32.72049282	-1.852772781
4.81258E-05	-32.66285113	-1.855607145
4.81552E-05	-32.59768134	-1.858771895
4.81466E-05	-32.58387568	-1.862147124
4.83603E-05	-32.59145114	-1.864778926
4.89894E-05	-32.54408027	-1.868468127
4.79645E-05	-32.53691602	-1.871084794
4.86952E-05	-32.55302746	-1.874670153
4.75073E-05	-32.56067442	-1.877777628
4.80571E-05	-32.5828656	-1.880770549
4.83095E-05	-32.52175114	-1.884270576
4.75874E-05	-32.55290075	-1.887287362
4.66985E-05	-32.48299156	-1.890778425
4.82343E-05	-32.46346402	-1.894273562
4.84141E-05	-32.41891584	-1.897266484
4.71428E-05	-32.38634785	-1.900325762
