Rotation	Base moment [kN.m]	Axial Disp. [mm]
-0.00004645	24.7985	-0.170986
-0.00004669	24.7632	-0.174624
-0.00004566	24.728	-0.174624
-0.0000441	24.6957	-0.176443
-0.00004258	24.6646	-0.178262
-0.00004127	24.6341	-0.178262
-0.0000407	24.6067	-0.178262
-0.00004102	24.5761	-0.178262
-0.00004138	24.5425	-0.178262
-0.00004159	24.5111	-0.180081
-0.00004169	24.4812	-0.180081
-0.0000419	24.4493	-0.180081
-0.00004244	24.4165	-0.180081
-0.00004299	24.3944	-0.178262
-0.00004305	24.3802	-0.178262
-0.00004246	24.3608	-0.178262
-0.00004156	24.3449	-0.180081
-0.0000406	24.3377	-0.180081
-0.0000399	24.3255	-0.1819
-0.00003931	24.3083	-0.1819
-0.00003885	24.2964	-0.183719
-0.00003922	24.2924	-0.185538
-0.00004054	24.2941	-0.187357
-0.00004207	24.3003	-0.189176
-0.00004293	24.3147	-0.190995
-0.00004329	24.3344	-0.194633
-0.00004401	24.3488	-0.198271
-0.00004481	24.3561	-0.201909
-0.00004501	24.3573	-0.203728
-0.00004526	24.3528	-0.203728
-0.00004581	24.3488	-0.207366
-0.00004594	24.351	-0.207366
-0.0000456	24.3553	-0.209185
-0.00004504	24.3598	-0.209185
-0.00004462	24.366	-0.211004
-0.00004478	24.3652	-0.211004
-0.00004486	24.36	-0.211004
-0.00004366	24.3605	-0.211004
-0.00004204	24.366	-0.211004
-0.0000419	24.3741	-0.209185
-0.00004262	24.3886	-0.209185
-0.00004225	24.4098	-0.209185
-0.00004106	24.4261	-0.209185
-0.00004102	24.4291	-0.209185
-0.00004284	24.4192	-0.211004
-0.0000454	24.4034	-0.212823
-0.00004733	24.3918	-0.214642
-0.00004779	24.387	-0.214642
-0.00004697	24.389	-0.216461
-0.00004567	24.3972	-0.21828
-0.00004447	24.4088	-0.21828
-0.00004371	24.4195	-0.21828
-0.00004325	24.4259	-0.21828
-0.00004292	24.4316	-0.21828
-0.00004284	24.4344	-0.216461
-0.00004266	24.4325	-0.21828
-0.00004234	24.4283	-0.216461
-0.00004276	24.4271	-0.216461
-0.00004401	24.4325	-0.216461
-0.00004551	24.4385	-0.21828
-0.0000471	24.4388	-0.220099
-0.00004851	24.4314	-0.221918
-0.00004921	24.4245	-0.221918
-0.00004888	24.4244	-0.223737
-0.0000477	24.4276	-0.223737
-0.00004638	24.4307	-0.225556
-0.00004514	24.4353	-0.225556
-0.00004388	24.4443	-0.227375
-0.00004285	24.4557	-0.227375
-0.00004245	24.4635	-0.229194
-0.00004231	24.466	-0.229194
-0.0000416	24.4683	-0.229194
-0.00004035	24.472	-0.229194
-0.00003979	24.478	-0.225556
-0.00004122	24.4885	-0.223737
-0.00004415	24.4983	-0.223737
-0.00004652	24.5045	-0.225556
-0.00004728	24.5112	-0.229194
-0.00004718	24.52	-0.231013
-0.00004731	24.5282	-0.234651
-0.00004781	24.5362	-0.238289
-0.00004829	24.5431	-0.240108
-0.00004858	24.5474	-0.240108
-0.000049	24.548	-0.240108
-0.00004921	24.549	-0.238289
-0.00004833	24.5537	-0.238289
-0.00004691	24.5553	-0.240108
-0.00004576	24.5553	-0.240108
-0.00004478	24.5583	-0.240108
-0.00004393	24.5619	-0.241927
-0.00004363	24.5694	-0.243746
-0.00004458	24.5809	-0.245565
-0.00004593	24.5886	-0.247384
-0.00004666	24.5891	-0.249203
-0.00004705	24.5846	-0.252841
-0.00004696	24.583	-0.25466
-0.00004633	24.5882	-0.25466
-0.00004531	24.5962	-0.25466
-0.00004398	24.6032	-0.25466
-0.0000426	24.606	-0.252841
-0.00004136	24.607	-0.252841
-0.00004139	24.6082	-0.25466
-0.00004363	24.6081	-0.25466
-0.00004695	24.6116	-0.25466
-0.00004989	24.6222	-0.252841
-0.00005147	24.6339	-0.251022
-0.00005138	24.6414	-0.251022
-0.00005065	24.6465	-0.252841
-0.00005042	24.6518	-0.252841
-0.00005081	24.658	-0.25466
-0.0000505	24.6651	-0.25466
-0.00004911	24.6709	-0.25466
-0.00004741	24.6749	-0.25466
-0.00004576	24.6778	-0.256479
-0.00004502	24.6771	-0.258298
-0.00004543	24.6717	-0.260117
-0.00004615	24.6635	-0.260117
