Time[sec]	Top_Inplane_Disp[mm]	Top_Inplane_Rotation[rad]
6003.851172	226.3391316	-0.1896033
6003.951172	226.3917327	-0.1908257
6004.051172	226.4533341	-0.1920424
6004.151172	226.5114039	-0.1932833
6004.251172	226.5776247	-0.1945276
6004.351172	226.6281843	-0.1957448
6004.451172	226.6966701	-0.1969518
6004.551172	226.7475128	-0.1982021
6004.651172	226.8102616	-0.1994574
6004.751172	226.8688679	-0.2006539
6004.851172	226.9334942	-0.2018985
6004.951172	226.9935906	-0.2030656
6005.051172	227.052018	-0.2043444
6005.151172	227.1117866	-0.2055458
6005.251172	227.1702737	-0.2068076
6005.351172	227.2300273	-0.2080132
6005.451172	227.291733	-0.2092385
6005.551172	227.3503691	-0.2104452
6005.651172	227.4074554	-0.2117014
6005.751172	227.4705321	-0.2129507
6005.851172	227.5279164	-0.2141333
6005.951172	227.5865376	-0.2153609
6006.051172	227.6483774	-0.2165839
6006.151172	227.7010828	-0.2178007
6006.251172	227.7614027	-0.2190485
6006.351172	227.8269678	-0.2202721
6006.451172	227.8877348	-0.2215036
6006.551172	227.9482782	-0.2227107
6006.651172	228.0039638	-0.2239469
6006.751172	228.0626893	-0.2251488
6006.851172	228.127569	-0.2263848
6006.951172	228.1907052	-0.22764
6007.051172	228.2430381	-0.2288238
6007.151172	228.303045	-0.2300547
6007.251172	228.3669561	-0.2313249
6007.351172	228.4254283	-0.2325309
6007.451172	228.4822017	-0.2337547
6007.551172	228.5489291	-0.234955
6007.651172	228.6075503	-0.2361901
6007.751172	228.6699414	-0.2374051
6007.851172	228.7233919	-0.2386751
6007.951172	228.7863046	-0.2398805
6008.051172	228.8456261	-0.2411204
6008.151172	228.9077938	-0.2423483
6008.251172	228.9632261	-0.2435887
6008.351172	229.021728	-0.2447576
6008.451172	229.0866077	-0.2460291
6008.551172	229.1492224	-0.2472262
6008.651172	229.198277	-0.2484668
6008.751172	229.2638719	-0.2496774
6008.851172	229.3185741	-0.2509164
6008.951172	229.3850332	-0.2521478
6009.051172	229.4431329	-0.2533759
6009.151172	229.5035422	-0.2546258
6009.251172	229.565993	-0.2558296
6009.351172	229.6231687	-0.2570532
6009.451172	229.6851873	-0.2582971
6009.551172	229.7405452	-0.2594996
6009.651172	229.8003137	-0.2607419
6009.751172	229.85892	-0.261965
6009.851172	229.9180478	-0.2631895
6009.951172	229.9793512	-0.2643742
6010.051172	230.0430089	-0.2656348
6010.151172	230.0976664	-0.2668504
6010.251172	230.1543206	-0.2681287
6010.351172	230.2175015	-0.2693014
6010.451172	230.2809656	-0.2705311
6010.551172	230.338499	-0.2717922
6010.651172	230.3958833	-0.2729902
6010.751172	230.4548621	-0.2742288
6010.851172	230.5196524	-0.275434
6010.951172	230.5760682	-0.2767026
6011.051172	230.6347638	-0.2779078
6011.151172	230.6938171	-0.2791082
6011.251172	230.756864	-0.2803755
6011.351172	230.816856	-0.2815825
6011.451172	230.8759242	-0.2828053
6011.551172	230.9392989	-0.2840277
6011.651172	230.997622	-0.2852314
6011.751172	231.0536206	-0.286523
6011.851172	231.1138064	-0.2877096
6011.951172	231.1749756	-0.2889424
6012.051172	231.23312	-0.2901544
6012.151172	231.2911898	-0.291402
6012.251172	231.3564122	-0.2926384
6012.351172	231.4177901	-0.2938788
6012.451172	231.4792871	-0.2950761
6012.551172	231.5342277	-0.2963194
6012.651172	231.5966636	-0.2975519
6012.751172	231.6523939	-0.2987335
6012.851172	231.7127436	-0.3000021
6012.951172	231.7778021	-0.3012179
6013.051172	231.8304479	-0.3024414
6013.151172	231.8918407	-0.303665
6013.251172	231.9526821	-0.3048712
6013.351172	232.0128679	-0.3060751
6013.451172	232.0719808	-0.3073445
6013.551172	232.1274728	-0.3085587
6013.651172	232.1860194	-0.3098072
6013.751172	232.2520018	-0.3110419
6013.851172	232.3102504	-0.3122913
6013.951172	232.3694676	-0.313461
6014.051172	232.4284017	-0.3147584
6014.151172	232.4881256	-0.3159294
6014.251172	232.5486839	-0.3172001
6014.351172	232.6110303	-0.3184075
6014.451172	232.6672226	-0.3196089
6014.551172	232.7285707	-0.3208449
6014.651172	232.7853441	-0.3220779
6014.751172	232.8525037	-0.3232953
6014.851172	232.9054773	-0.3244988
6014.951172	232.9666167	-0.325745
6015.051172	233.0305874	-0.3269912
6015.151172	233.090207	-0.3282263
6015.251172	233.1522405	-0.3294435
6015.351172	233.2034558	-0.3306657
6015.451172	233.2706004	-0.3318752
6015.551172	233.3260477	-0.3331375
6015.651172	233.3863378	-0.3343386
6015.751172	233.4441245	-0.3355562
6015.851172	233.5046083	-0.3367928
6015.951172	233.5628122	-0.3380078
6016.051172	233.624965	-0.3392603
6016.151172	233.6855829	-0.3404543
6016.251172	233.7466627	-0.3417279
6016.351172	233.8050753	-0.3429023
6016.451172	233.8638455	-0.3441493
6016.551172	233.9243591	-0.3453715
6016.651172	233.9807004	-0.3466104
6016.751172	234.0451926	-0.3478253
6016.851172	234.0990603	-0.349083
6016.951172	234.1621816	-0.3502888
6017.051172	234.2212498	-0.3515326
6017.151172	234.2802584	-0.3527593
6017.251172	234.3461066	-0.3539309
6017.351172	234.4024479	-0.3551979
6017.451172	234.4585061	-0.3564297
6017.551172	234.5195562	-0.3576861
6017.651172	234.5847338	-0.3588692
6017.751172	234.6366942	-0.3601544
6017.851172	234.7018421	-0.3613436
6017.951172	234.7584516	-0.3625604
6018.051172	234.8183841	-0.3637832
6018.151172	234.8757982	-0.3649913
6018.251172	234.9420786	-0.3662611
6018.351172	235.003069	-0.3674728
6018.451172	235.0595146	-0.3687028
6018.551172	235.1189405	-0.3699145
6018.651172	235.1815999	-0.371152
6018.751172	235.2381945	-0.3723813
6018.851172	235.2977395	-0.3736078
6018.951172	235.3556305	-0.3748271
6019.051172	235.418573	-0.3760613
6019.151172	235.4792506	-0.377283
6019.251172	235.5406433	-0.3785247
6019.351172	235.5963439	-0.3797235
6019.451172	235.6595248	-0.3809578
6019.551172	235.7122153	-0.3822006
6019.651172	235.7763201	-0.3834043
6019.751172	235.8371019	-0.3846248
6019.851172	235.8920425	-0.3858719
6019.951172	235.9565943	-0.3870867
6020.051172	236.0120714	-0.3883454
6020.151172	236.0748649	-0.3895483
6020.251172	236.1339629	-0.3907875
6020.351172	236.1954153	-0.3920281
6020.451172	236.25651	-0.3932293
6020.551172	236.3163978	-0.3944597
6020.651172	236.3760024	-0.3956777
6020.751172	236.436069	-0.3969
6020.851172	236.4888936	-0.3981307
6020.951172	236.5556061	-0.3993718
6021.051172	236.6168052	-0.4005627
6021.151172	236.6776317	-0.4018435
6021.251172	236.7361486	-0.4030187
6021.351172	236.7943823	-0.404276
6021.451172	236.8536741	-0.4055118
6021.551172	236.9136065	-0.4067234
6021.651172	236.971885	-0.4079614
6021.751172	237.0335758	-0.4091668
6021.851172	237.0919734	-0.4104188
6021.951172	237.1494323	-0.4116319
6022.051172	237.2127771	-0.4128487
6022.151172	237.2742295	-0.4140766
6022.251172	237.3297364	-0.4153183
6022.351172	237.3945266	-0.416517
6022.451172	237.4511808	-0.4177536
6022.551172	237.5096828	-0.4189676
6022.651172	237.572208	-0.4201915
6022.751172	237.625137	-0.421416
6022.851172	237.6902699	-0.4226639
6022.951172	237.7501428	-0.4238655
6023.051172	237.8102094	-0.4251237
6023.151172	237.8687263	-0.4263145
6023.251172	237.9302382	-0.427555
6023.351172	237.989381	-0.4287807
6023.451172	238.048017	-0.4300318
6023.551172	238.1090522	-0.4312495
6023.651172	238.1628007	-0.4324687
6023.751172	238.224104	-0.4337346
6023.851172	238.288179	-0.4349312
6023.951172	238.3422405	-0.4361948
6024.051172	238.4091616	-0.4373807
6024.151172	238.4620458	-0.4385872
6024.251172	238.5247499	-0.4398662
6024.351172	238.5846674	-0.4410698
6024.451172	238.644883	-0.4422836
6024.551172	238.7052774	-0.4435226
6024.651172	238.765642	-0.4447497
6024.751172	238.821581	-0.4459537
6024.851172	238.8848215	-0.4471896
6024.951172	238.9431149	-0.4484227
6025.051172	239.0036136	-0.4496617
6025.151172	239.0654981	-0.4508452
6025.251172	239.1216606	-0.4521112
6025.351172	239.1839921	-0.4533379
6025.451172	239.2436266	-0.4545399
6025.551172	239.3029332	-0.4557581
6025.651172	239.364773	-0.4569803
6025.751172	239.4216508	-0.4582499
6025.851172	239.4800931	-0.4594482
6025.951172	239.544332	-0.4607175
6026.051172	239.6028787	-0.4618993
6026.151172	239.6660596	-0.4631567
6026.251172	239.7186309	-0.4643624
6026.351172	239.7795022	-0.4655669
6026.451172	239.8444414	-0.4668107
6026.551172	239.9006188	-0.4680388
6026.651172	239.959076	-0.469241
6026.751172	240.0143892	-0.4705057
6026.851172	240.0765866	-0.471675
6026.951172	240.1377261	-0.4729756
6027.051172	240.1974201	-0.4741784
6027.151172	240.2610928	-0.4753864
6027.251172	240.3218597	-0.476639
6027.351172	240.3794229	-0.4778531
6027.451172	240.4372841	-0.4790577
6027.551172	240.4978275	-0.4802817
6027.651172	240.5589223	-0.4815096
6027.751172	240.6167835	-0.4827374
6027.851172	240.6807393	-0.4839938
6027.951172	240.735665	-0.4851942
6028.051172	240.7991439	-0.4864445
6028.151172	240.8545017	-0.4876666
6028.251172	240.9148514	-0.4889061
6028.351172	240.9767658	-0.4901129
6028.451172	241.036877	-0.491326
6028.551172	241.0996407	-0.4925882
6028.651172	241.1561161	-0.4937946
6028.751172	241.2156463	-0.4950068
6028.851172	241.2760407	-0.496218
6028.951172	241.3374484	-0.4974735
6029.051172	241.3963079	-0.4987071
6029.151172	241.4537817	-0.4999386
6029.251172	241.5096909	-0.5010824
6029.351172	241.5743619	-0.5023449
6029.451172	241.633296	-0.5035848
6029.551172	241.6915447	-0.5048307
6029.651172	241.7557091	-0.5060199
6029.751172	241.8213487	-0.5072887
6029.851172	241.8704182	-0.5084925
6029.951172	241.9327199	-0.5097038
6030.051172	241.9959307	-0.5109323
6030.151172	242.0529425	-0.5121853
6030.251172	242.114082	-0.5134137
6030.351172	242.1696186	-0.5146347
6030.451172	242.2306538	-0.5158738
6030.551172	242.291376	-0.5170857
6030.651172	242.3514426	-0.5183072
6030.751172	242.4113154	-0.5195474
6030.851172	242.4703985	-0.5207503
6030.951172	242.5316274	-0.5220119
6031.051172	242.5868064	-0.5232054
6031.151172	242.6518947	-0.5243722
6031.251172	242.711544	-0.5256384
6031.351172	242.7671552	-0.526928
6031.451172	242.8295761	-0.5281001
6031.551172	242.8896427	-0.5293137
6031.651172	242.949903	-0.530559
6031.751172	243.0095673	-0.5317756
6031.851172	243.0663705	-0.5329873
6031.951172	243.1287467	-0.5342376
6032.051172	243.1848049	-0.5354585
6032.151172	243.2479709	-0.5367068
6032.251172	243.3095872	-0.5379082
6032.351172	243.3633059	-0.5391022
6032.451172	243.4241772	-0.5403547
6032.551172	243.4884161	-0.541563
6032.651172	243.546769	-0.5427896
6032.751172	243.6071336	-0.544073
6032.851172	243.6625957	-0.5452724
6032.951172	243.7266409	-0.546506
6033.051172	243.7843382	-0.5477371
6033.151172	243.8455969	-0.5489473
6033.251172	243.9057529	-0.5502011
6033.351172	243.9645082	-0.5514129
6033.451172	244.0265864	-0.5526232
6033.551172	244.0916747	-0.5538438
6033.651172	244.1415042	-0.5550701
6033.751172	244.207412	-0.5563069
6033.851172	244.2619652	-0.5575611
6033.951172	244.3216145	-0.5587458
6034.051172	244.3828881	-0.559994
6034.151172	244.4453686	-0.5612389
6034.251172	244.5047647	-0.5624194
6034.351172	244.5618808	-0.5636644
6034.451172	244.6212769	-0.5648803
6034.551172	244.6802258	-0.5661256
6034.651172	244.7392344	-0.5673558
6034.751172	244.8002994	-0.5685542
6034.851172	244.859457	-0.5698
6034.951172	244.9210584	-0.5710265
6035.051172	244.9880391	-0.5722296
6035.151172	245.039016	-0.5734992
6035.251172	245.0992465	-0.5747154
6035.351172	245.1598346	-0.5759495
6035.451172	245.2182621	-0.5772038
6035.551172	245.277375	-0.5783561
6035.651172	245.3363836	-0.5796218
6035.751172	245.4023212	-0.5808465
6035.851172	245.4646677	-0.5820851
6035.951172	245.518893	-0.583318
6036.051172	245.5748022	-0.5845219
6036.151172	245.639205	-0.5857102
6036.251172	245.69875	-0.5869631
6036.351172	245.7626313	-0.5881868
6036.451172	245.8180189	-0.5894198
6036.551172	245.870918	-0.5906441
6036.651172	245.9389716	-0.5918613
6036.751172	245.9950149	-0.5930929
6036.851172	246.0548431	-0.5943107
6036.951172	246.1185902	-0.5955261
6037.051172	246.1781651	-0.5967706
6037.151172	246.2385893	-0.5980203
6037.251172	246.3011444	-0.5992501
6037.351172	246.3573813	-0.6004613
6037.451172	246.4163899	-0.6016887
6037.551172	246.4761883	-0.602902
6037.651172	246.5395927	-0.6041087
6037.751172	246.595338	-0.605367
6037.851172	246.6531694	-0.6065694
6037.951172	246.7161566	-0.6078068
6038.051172	246.7763424	-0.609013
6038.151172	246.8357533	-0.6102543
6038.251172	246.8950599	-0.6115286
6038.351172	246.9554245	-0.6127176
6038.451172	247.015655	-0.6139521
6038.551172	247.0722198	-0.6151861
6038.651172	247.134611	-0.61641
6038.751172	247.1933216	-0.617624
6038.851172	247.2521663	-0.6188521
6038.951172	247.3126948	-0.6200753
6039.051172	247.3680377	-0.6213023
6039.151172	247.4303395	-0.6225051
6039.251172	247.4866211	-0.6237775
6039.351172	247.5514412	-0.6249714
6039.451172	247.6111799	-0.6262081
6039.551172	247.67223	-0.6274269
6039.651172	247.7335632	-0.6287091
6039.751172	247.7895617	-0.6299214
6039.851172	247.8518933	-0.6311247
6039.951172	247.911483	-0.6323864
6040.051172	247.9708791	-0.6335461
6040.151172	248.0277419	-0.6347713
6040.251172	248.094514	-0.636056
6040.351172	248.1474429	-0.6372338
6040.451172	248.2130378	-0.6384545
6040.551172	248.2679784	-0.6396685
6040.651172	248.3310699	-0.640929
6040.751172	248.3840138	-0.6421245
6040.851172	248.4444082	-0.6433885
6040.951172	248.5069782	-0.6446257
6041.051172	248.5686541	-0.645849
6041.151172	248.626709	-0.6470592
6041.251172	248.6836761	-0.6483183
6041.351172	248.74641	-0.6495221
6041.451172	248.8076091	-0.6507586
6041.551172	248.8680631	-0.651966
6041.651172	248.9273697	-0.6531706
6041.751172	248.9881068	-0.6544052
6041.851172	249.0523309	-0.6556425
6041.951172	249.1033822	-0.6568627
6042.051172	249.1597086	-0.6581056
6042.151172	249.2242157	-0.6593447
6042.251172	249.2836118	-0.6605781
6042.351172	249.3483275	-0.6617827
6042.451172	249.4019121	-0.6630233
6042.551172	249.464795	-0.6642204
6042.651172	249.5231032	-0.6654496
6042.751172	249.585554	-0.6666853
6042.851172	249.6403605	-0.6678952
6042.951172	249.7004271	-0.6691493
6043.051172	249.7644275	-0.670378
6043.151172	249.8238385	-0.6715704
6043.251172	249.8855293	-0.6728199
6043.351172	249.9416322	-0.6740444
6043.451172	249.9995828	-0.6752814
6043.551172	250.0561476	-0.6764912
6043.651172	250.1196265	-0.6777359
6043.751172	250.1818836	-0.6789864
6043.851172	250.2428591	-0.6801601
6043.951172	250.3027916	-0.6814123
6044.051172	250.3605783	-0.6826541
6044.151172	250.4204214	-0.6838477
6044.251172	250.479877	-0.6850645
6044.351172	250.5399883	-0.6863368
6044.451172	250.5998015	-0.6875392
6044.551172	250.6580353	-0.6887549
6044.651172	250.7168949	-0.6900074
6044.751172	250.7752478	-0.6912182
6044.851172	250.8385181	-0.6924177
6044.951172	250.9004474	-0.6936781
6045.051172	250.9625852	-0.6948883
6045.151172	251.0166764	-0.6961256
6045.251172	251.0744035	-0.697368
6045.351172	251.1343658	-0.6985743
6045.451172	251.1962652	-0.6998573
6045.551172	251.2637377	-0.7010154
6045.651172	251.316458	-0.7022634
6045.751172	251.3789535	-0.703475
6045.851172	251.4303327	-0.7046989
6045.951172	251.4970303	-0.7059784
6046.051172	251.5560389	-0.7071577
6046.151172	251.6239583	-0.7084254
6046.251172	251.6780496	-0.7096095
6046.351172	251.7395914	-0.7108443
6046.451172	251.7953515	-0.7120907
6046.551172	251.8580854	-0.7133287
6046.651172	251.9185543	-0.71453
6046.751172	251.97649	-0.7157557
6046.851172	252.0335913	-0.7169714
6046.951172	252.0951331	-0.7181749
6047.051172	252.1545291	-0.719421
6047.151172	252.2160709	-0.7206843
6047.251172	252.2707582	-0.7218698
6047.351172	252.3332238	-0.723132
6047.451172	252.3938417	-0.7243549
6047.551172	252.4532676	-0.7255583
6047.651172	252.5115311	-0.7267699
6047.751172	252.5698543	-0.7280187
6047.851172	252.6304424	-0.7292341
6047.951172	252.6888251	-0.7304571
6048.051172	252.7492046	-0.731673
6048.151172	252.8121173	-0.7329382
6048.251172	252.8695762	-0.7341433
6048.351172	252.933979	-0.7353705
6048.451172	252.9889643	-0.7365699
6048.551172	253.0514598	-0.7378437
6048.651172	253.1100214	-0.7390652
6048.751172	253.1737685	-0.7402998
6048.851172	253.2315254	-0.7415159
6048.951172	253.2903552	-0.7427352
6049.051172	253.3488274	-0.7439831
6049.151172	253.4099519	-0.7451847
6049.251172	253.4658909	-0.7463866
6049.351172	253.531456	-0.7476254
6049.451172	253.5915673	-0.748828
6049.551172	253.652662	-0.7501016
6049.651172	253.7065446	-0.7513009
6049.751172	253.7687719	-0.7525585
6049.851172	253.8264096	-0.753793
6049.951172	253.8890839	-0.7549975
6050.051172	253.9478242	-0.7562159
6050.151172	254.008472	-0.7574568
6050.251172	254.0670633	-0.7586897
6050.351172	254.1300952	-0.7598938
6050.451172	254.1865706	-0.7611241
6050.551172	254.253	-0.762327
6050.651172	254.3062866	-0.7635925
6050.751172	254.3661594	-0.7648048
6050.851172	254.4240654	-0.7660365
6050.951172	254.4895709	-0.7672673
6051.051172	254.5464039	-0.7685104
6051.151172	254.606396	-0.7696777
6051.251172	254.6662986	-0.7709631
6051.351172	254.7235787	-0.7721911
6051.451172	254.7859251	-0.773418
6051.551172	254.8435032	-0.774621
6051.651172	254.9060583	-0.7758483
6051.751172	254.963845	-0.777043
6051.851172	255.0233901	-0.7783097
6051.951172	255.0815344	-0.7795285
6052.051172	255.1413774	-0.7807696
6052.151172	255.2042902	-0.7820034
6052.251172	255.2634478	-0.7832127
6052.351172	255.3218305	-0.7844593
6052.451172	255.3837597	-0.7856528
6052.551172	255.4396689	-0.7869297
6052.651172	255.4955184	-0.7881365
6052.751172	255.5621266	-0.7893564
6052.851172	255.6194961	-0.7905714
6052.951172	255.6833029	-0.7917849
6053.051172	255.7424307	-0.793027
6053.151172	255.7979226	-0.7942425
6053.251172	255.8565736	-0.7954948
6053.351172	255.9223473	-0.7967299
6053.451172	255.9796274	-0.7979297
6053.551172	256.0370266	-0.7991857
6053.651172	256.0973465	-0.8003827
6053.751172	256.1598122	-0.8016539
6053.851172	256.2204301	-0.8028495
6053.951172	256.2789917	-0.8040984
6054.051172	256.3381791	-0.8053098
6054.151172	256.3928962	-0.8065193
6054.251172	256.457746	-0.8077594
6054.351172	256.5208673	-0.8089891
6054.451172	256.577611	-0.8102055
6054.551172	256.6363811	-0.8114612
6054.651172	256.6952705	-0.8126695
6054.751172	256.760329	-0.813873
6054.851172	256.8138838	-0.8151108
6054.951172	256.8751276	-0.816337
6055.051172	256.9366097	-0.8176082
6055.151172	256.9964826	-0.8187853
6055.251172	257.05567	-0.820023
6055.351172	257.1143806	-0.821273
6055.451172	257.1764886	-0.8224646
6055.551172	257.2373152	-0.8237296
6055.651172	257.2942674	-0.8249389
6055.751172	257.3589087	-0.8261489
6055.851172	257.4081123	-0.82738
6055.951172	257.4745119	-0.8286172
6056.051172	257.5315833	-0.8298677
6056.151172	257.5928867	-0.8310595
6056.251172	257.6580942	-0.8322727
6056.351172	257.7146292	-0.8335239
6056.451172	257.7754855	-0.8347734
6056.551172	257.8307092	-0.835952
6056.651172	257.891804	-0.8371867
6056.751172	257.9534352	-0.8384404
6056.851172	258.0136657	-0.8396525
6056.951172	258.0703497	-0.8409023
6057.051172	258.1326365	-0.8421407
6057.151172	258.1871748	-0.8433364
6057.251172	258.2504451	-0.844563
6057.351172	258.3067119	-0.8457772
6057.451172	258.3699822	-0.8470123
6057.551172	258.4287524	-0.8482413
6057.651172	258.4865689	-0.8494808
6057.751172	258.5450709	-0.8506972
6057.851172	258.6074769	-0.8519311
6057.951172	258.6605847	-0.8531428
6058.051172	258.7266564	-0.8543589
6058.151172	258.7903142	-0.8556255
6058.251172	258.8484287	-0.8568582
6058.351172	258.9063346	-0.8580794
6058.451172	258.9663863	-0.8592897
6058.551172	259.0233982	-0.8605245
6058.651172	259.0923607	-0.861755
6058.751172	259.1417432	-0.8629729
6058.851172	259.2085302	-0.8641908
6058.951172	259.269923	-0.8654058
6059.051172	259.3324482	-0.8666544
6059.151172	259.3916655	-0.8678695
6059.251172	259.4391108	-0.8691163
6059.351172	259.5074177	-0.87032
6059.451172	259.5624328	-0.8715507
6059.551172	259.6259713	-0.8727545
6059.651172	259.6818507	-0.8740198
6059.751172	259.7461939	-0.875208
6059.851172	259.8000467	-0.8764518
6059.951172	259.8640025	-0.8777019
6060.051172	259.924978	-0.8789036
6060.151172	259.9853575	-0.8801502
6060.251172	260.0440681	-0.8813589
6060.351172	260.1064146	-0.8825764
6060.451172	260.1640224	-0.8837838
6060.551172	260.2211833	-0.8850515
6060.651172	260.2862716	-0.8862403
6060.751172	260.3408992	-0.8875068
6060.851172	260.399431	-0.8887145
6060.951172	260.4620755	-0.8899154
6061.051172	260.5223358	-0.8911846
6061.151172	260.5771422	-0.8924168
6061.251172	260.6444061	-0.8936344
6061.351172	260.6961429	-0.8948525
6061.451172	260.7601583	-0.8960937
6061.551172	260.8226538	-0.8972934
6061.651172	260.8775496	-0.898516
6061.751172	260.9342933	-0.8997654
6061.851172	260.9957159	-0.9009805
6061.951172	261.0567212	-0.9022119
6062.051172	261.1171007	-0.9034405
6062.151172	261.177361	-0.9046492
6062.251172	261.2373531	-0.9058739
6062.351172	261.297971	-0.9071206
6062.451172	261.3549232	-0.9083554
6062.551172	261.4186406	-0.9095685
6062.651172	261.4755929	-0.9107761
6062.751172	261.5358233	-0.9120453
6062.851172	261.5964115	-0.9132172
6062.951172	261.6557777	-0.9144785
6063.051172	261.7153823	-0.9156816
6063.151172	261.7789805	-0.916924
6063.251172	261.836797	-0.9181521
6063.351172	261.8943751	-0.9193576
6063.451172	261.9554698	-0.9205976
6063.551172	262.0122433	-0.9217753
6063.651172	262.0749176	-0.9230471
6063.751172	262.132287	-0.9242932
6063.851172	262.1922493	-0.9255029
6063.951172	262.2439265	-0.9267156
6064.051172	262.3132765	-0.9279803
6064.151172	262.3696625	-0.929153
6064.251172	262.4370754	-0.9303914
6064.351172	262.4953985	-0.9316149
6064.451172	262.5505626	-0.9328652
6064.551172	262.6119256	-0.9340908
6064.651172	262.6684308	-0.9352894
6064.751172	262.7314627	-0.9364868
6064.851172	262.7883554	-0.9377593
6064.951172	262.850672	-0.9389839
6065.051172	262.914896	-0.9401894
6065.151172	262.9692256	-0.9414075
6065.251172	263.032645	-0.9426656
6065.351172	263.0913258	-0.9438667
6065.451172	263.1506622	-0.945112
6065.551172	263.2099092	-0.9463511
6065.651172	263.2678151	-0.9475751
6065.751172	263.3309662	-0.9487915
6065.851172	263.3876503	-0.9500188
6065.951172	263.4469569	-0.9512576
6066.051172	263.5054886	-0.9524677
6066.151172	263.5685205	-0.9536971
6066.251172	263.6272311	-0.9548995
6066.351172	263.687253	-0.9561236
6066.451172	263.7451291	-0.9573807
6066.551172	263.807416	-0.9585815
6066.651172	263.8651431	-0.9597691
6066.751172	263.925612	-0.9610258
6066.851172	263.9855742	-0.9622888
6066.951172	264.0486956	-0.9634893
6067.051172	264.1065121	-0.9646977
6067.151172	264.1698718	-0.9659371
6067.251172	264.2271817	-0.9671737
6067.351172	264.2869949	-0.9683851
6067.451172	264.3437982	-0.9695884
6067.551172	264.4083202	-0.9708544
6067.651172	264.4682229	-0.9720705
6067.751172	264.5240426	-0.9732996
6067.851172	264.5838857	-0.9744997
6067.951172	264.6468282	-0.9757449
6068.051172	264.7036612	-0.9769515
6068.151172	264.7624016	-0.9781821
6068.251172	264.821887	-0.9794192
6068.351172	264.8839355	-0.9806611
6068.451172	264.9408877	-0.9818749
6068.551172	265.0055885	-0.9830844
6068.651172	265.0639713	-0.9843485
6068.751172	265.1237845	-0.9855661
6068.851172	265.1776373	-0.9867758
6068.951172	265.2412355	-0.9879867
6069.051172	265.3015554	-0.9892185
6069.151172	265.3633356	-0.9904592
6069.251172	265.4207051	-0.9916906
6069.351172	265.4806376	-0.9928956
6069.451172	265.5397654	-0.9941226
6069.551172	265.5979991	-0.9953402
6069.651172	265.658766	-0.9965596
6069.751172	265.7211125	-0.9977805
6069.851172	265.7789886	-0.9990161
6069.951172	265.8371925	-1.0002544
6070.051172	265.9046352	-1.0014638
6070.151172	265.9622431	-1.0027189
6070.251172	266.0180032	-1.0039293
6070.351172	266.0779655	-1.0051393
6070.451172	266.1411166	-1.0063747
6070.551172	266.1949396	-1.0076103
6070.651172	266.2622333	-1.0088483
6070.751172	266.3192153	-1.0100453
6070.851172	266.3772404	-1.0112717
6070.951172	266.4363682	-1.0125006
6071.051172	266.4936781	-1.0137219
6071.151172	266.551286	-1.014988
6071.251172	266.620785	-1.0161749
6071.351172	266.6743398	-1.0174259
6071.451172	266.7369545	-1.0186748
6071.551172	266.7982876	-1.0198976
6071.651172	266.8544948	-1.0210983
6071.751172	266.9154704	-1.0223047
6071.851172	266.9759393	-1.0235634
6071.951172	267.0393884	-1.0247818
6072.051172	267.0916319	-1.0260037
6072.151172	267.1546638	-1.0272179
6072.251172	267.2144771	-1.0284487
6072.351172	267.2771811	-1.0296648
6072.451172	267.3347592	-1.0308993
6072.551172	267.3952579	-1.0321464
6072.651172	267.4491704	-1.0333835
6072.751172	267.5122023	-1.0345731
6072.851172	267.5720453	-1.0358135
6072.951172	267.6351964	-1.0370214
6073.051172	267.6943243	-1.0382744
6073.151172	267.7570581	-1.0395377
6073.251172	267.8107321	-1.0407199
6073.351172	267.8704262	-1.0419553
6073.451172	267.9314017	-1.0431653
6073.551172	267.9910064	-1.0444044
6073.651172	268.0513859	-1.0456339
6073.751172	268.111527	-1.0468405
6073.851172	268.1752741	-1.0481075
6073.951172	268.2301998	-1.0493154
6074.051172	268.2899833	-1.0505502
6074.151172	268.3497965	-1.0517848
6074.251172	268.4110701	-1.0530239
6074.351172	268.4695423	-1.0542367
6074.451172	268.5275376	-1.0554461
6074.551172	268.586874	-1.0566701
6074.651172	268.6490715	-1.0578774
6074.751172	268.7092721	-1.0591441
6074.851172	268.7657475	-1.0603564
6074.951172	268.8295543	-1.0615962
6075.051172	268.8880861	-1.0628037
6075.151172	268.9530551	-1.0640362
6075.251172	269.0037787	-1.0652658
6075.351172	269.0700591	-1.0665011
6075.451172	269.1261768	-1.0677604
6075.551172	269.1880167	-1.0689316
6075.651172	269.2465782	-1.0701551
6075.751172	269.310236	-1.0713519
6075.851172	269.3683505	-1.0726206
6075.951172	269.4279253	-1.0738624
6076.051172	269.4864571	-1.0750933
6076.151172	269.5453763	-1.0763376
6076.251172	269.6012855	-1.077529
6076.351172	269.6667612	-1.0787763
6076.451172	269.7244883	-1.0799807
6076.551172	269.7885036	-1.0812155
6076.651172	269.8466182	-1.0824217
6076.751172	269.9037194	-1.0836638
6076.851172	269.9631751	-1.0849267
6076.951172	270.0262368	-1.0861139
6077.051172	270.0814605	-1.087348
6077.151172	270.1379359	-1.0885728
6077.251172	270.2024877	-1.0897941
6077.351172	270.2596486	-1.0910223
6077.451172	270.3226805	-1.0922576
6077.551172	270.3793645	-1.093526
6077.651172	270.442009	-1.0947088
6077.751172	270.5063224	-1.0959623
6077.851172	270.5602646	-1.0971723
6077.951172	270.6171274	-1.0984077
6078.051172	270.6818879	-1.0996363
